,GENDER,How important is attractiveness to you?,How important is sincerity to you?,How important is intelligence to you?,Import_of_Fun,Import_of_Amb,Import_of_Shar,Exp_of_Attr,Exp_of_Sinc,Exp_of_Int,Exp_of_Fun,Exp_of_Amb,Exp_of_Shar
7140,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0
7141,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0
7142,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0
7143,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0
7144,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0
7145,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0
7146,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7147,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7148,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7149,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7150,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7151,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7152,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7153,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7154,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7155,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7156,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7157,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7158,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7159,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7160,Male,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0
7161,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7162,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7163,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7164,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7165,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7166,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7167,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7168,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7169,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7170,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7171,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7172,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7173,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7174,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7175,Male,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0
7176,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7177,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7178,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7179,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7180,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7181,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7182,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7183,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7184,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7185,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7186,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7187,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7188,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7189,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7190,Male,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0
7191,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7192,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7193,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7194,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7195,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7196,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7197,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7198,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7199,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7200,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7201,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7202,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7203,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7204,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7205,Male,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0
7206,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7207,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7208,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7209,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7210,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7211,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7212,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7213,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7214,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7215,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7216,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7217,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7218,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7219,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7220,Male,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0
7221,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7222,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7223,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7224,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7225,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7226,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7227,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7228,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7229,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7230,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7231,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7232,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7233,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7234,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7235,Male,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
7236,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7237,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7238,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7239,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7240,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7241,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7242,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7243,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7244,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7245,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7246,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7247,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7248,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7249,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7250,Male,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0
7251,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7252,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7253,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7254,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7255,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7256,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7257,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7258,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7259,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7260,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7261,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7262,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7263,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7264,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7265,Male,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0
7266,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7267,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7268,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7269,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7270,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7271,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7272,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7273,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7274,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7275,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7276,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7277,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7278,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7279,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7280,Male,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0
7281,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7282,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7283,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7284,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7285,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7286,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7287,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7288,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7289,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7290,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7291,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7292,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7293,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7294,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7295,Male,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0
7296,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7297,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7298,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7299,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7300,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7301,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7302,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7303,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7304,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7305,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7306,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7307,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7308,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7309,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7310,Male,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0
7311,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7312,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7313,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7314,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7315,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7316,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7317,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7318,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7319,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7320,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7321,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7322,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7323,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7324,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7325,Male,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0
7326,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7327,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7328,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7329,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7330,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7331,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7332,Female,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0
7333,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7334,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7335,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7336,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7337,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7338,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7339,Female,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0
7340,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7341,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7342,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7343,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7344,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7345,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7346,Female,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0
7347,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7348,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7349,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7350,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7351,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7352,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7353,Female,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0
7354,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7355,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7356,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7357,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7358,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7359,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7360,Female,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0
7361,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7362,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7363,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7364,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7365,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7366,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7367,Female,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0
7368,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0
7369,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0
7370,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0
7371,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0
7372,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0
7373,Male,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0
7374,Male,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0
7375,Male,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0
7376,Male,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0
7377,Male,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0
7378,Male,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0
7379,Male,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0
7380,Male,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0
7381,Male,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0
7382,Male,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0
7383,Male,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0
7384,Male,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0
7385,Male,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0
7386,Male,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0
7387,Male,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0
7388,Male,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0
7389,Male,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0
7390,Male,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0
7391,Male,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0
7392,Male,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0
7393,Male,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0
7394,Male,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0
7395,Male,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0
